,0,1,2,3
4849,period,период,[ˈpɪəriəd],[ˈpɪriəd]
4850,family,семья,[ˈfæməli],[ˈfæməli]
4851,linger,задерживаться,[ˈlɪŋ.ɡər],[-ɡɚ]
4852,she,она,[ʃi],[ʃi]
4853,pursue,преследовать,[pəˈsjuː],[pərˈsuː]
4854,curious,любопытный,[ˈkjʊəriəs],[ˈkjʊriəs]
4855,creative,творческий,[kriˈeɪ.tɪv],[-t̬ɪv]
4856,numerous,многочисленные,[ˈnjuː.mə.rəs],[ˈnuː-]
4857,glue,клей,[ɡluː],[ɡluː]
4858,widespread,широко распространен,[ˌwaɪdˈspred],[ˌwaɪdˈspred]
4859,blossom,цвести,[ˈblɒs.əm],[ˈblɑː.səm]
4860,thud,стук,[θʌd],[θʌd]
4861,conservative,консервативный,[kənˈsɜːvətɪv],[kənˈsɜːrvətɪv]
4862,Soviet,Советский,[ˈsəʊ.vi.ət],[ˈsoʊ-]
4863,quilt,лоскутное одеяло,[kwɪlt],[kwɪlt]
4864,quit,"бросать, покидать, оставлять, уволиться",[kwɪt],[kwɪt]
4865,fever,"лихорадка, жар, нервное возбуждение, высокая температура",[ˈfiːvə(r)],[ˈfiːvər]
4866,its,его,[ɪts],[ɪts]
4867,mammoth,"мамонт, гигантский, громадный",[ˈmæm.əθ],[ˈmæm.əθ]
4868,cloud,облако,[klaʊd],[klaʊd]
4869,note,заметка,[nəʊt],[noʊt]
4870,soft,мягкий,[sɒft],[sɔːft]
4871,complicated,сложный,[ˈkɒmplɪkeɪtɪd],[ˈkɑːmplɪkeɪtɪd]
4872,stake,ставка,[steɪk],[steɪk]
4873,seduce,соблазнять,[sɪˈdjuːs],[-ˈduːs]
4874,weigh,весить,[weɪ],[weɪ]
4875,audience,аудитория,[ˈɔːdiəns],[ˈɔːdiəns]
4876,bond,связь,[bɒnd],[bɑːnd]
4877,accommodate,приспособить,[əˈkɒm.ə.deɪt],[-ˈkɑː.mə-]
4878,specimen,образец,[ˈspes.ə.mɪn],[ˈspes.ə.mɪn]
4879,temperature,температура,[ˈtemprətʃə(r)],[ˈtemprətʃər]
4880,what,какие,[wɒt],[wɑːt]
4881,unique,уникальный,[juˈniːk],[juˈniːk]
4882,potential,потенциал,[pəˈtenʃl],[pəˈtenʃl]
4883,near,"возле, около, у",[nɪə(r)],[nɪr]
4884,violet,Виолетта,[ˈvaɪə.lət],[ˈvaɪə.lət]
4885,leave,покинуть,[liːv],[liːv]
4886,beginning,начало,[bɪˈɡɪnɪŋ],[bɪˈɡɪnɪŋ]
4887,restaurant,ресторан,[ˈrestrɒnt],[ˈrestrɑːnt]
4888,pine,сосна,[paɪn],[paɪn]
4889,series,серии,[ˈsɪəriːz],[ˈsɪriːz]
4890,handful,горсть,[ˈhænd.fʊl],[ˈhænd.fʊl]
4891,stair,лестница,[steə(r)],[ster]
4892,hate,ненавидеть,[heɪt],[heɪt]
4893,tremendous,"огромный, потрясающий, громадный",[trɪˈmen.dəs],[trɪˈmen.dəs]
4894,draw,рисовать,[drɔː],[drɔː]
4895,than,чем,[ðən],[ðən]
4896,above,выше,[əˈbʌv],[əˈbʌv]
4897,landscape,пейзаж,[ˈlændskeɪp],[ˈlændskeɪp]
4898,oil,масло,[ɔɪl],[ɔɪl]
4899,era,эра,[ˈɪə.rə],[ˈɪr.ə]
4900,aim,цель,[eɪm],[eɪm]
4901,cabin,кабина,[ˈkæb.ɪn],[ˈkæb.ɪn]
4902,decline,упасть,[dɪˈklaɪn],[dɪˈklaɪn]
4903,discussion,обсуждение,[dɪˈskʌʃn],[dɪˈskʌʃn]
4904,ant,муравей,[ænt],[ænt]
4905,pose,поза,[pəʊz],[poʊz]
4906,concrete,"бетон, нечто конкретное, нечто реальное",[ˈkɒŋkriːt],[ˈkɑːŋkriːt]
4907,scissors,ножницы,[ˈsɪzəz],[ˈsɪzərz]
4908,perform,выполнять,[pəˈfɔːm],[pərˈfɔːrm]
4909,hesitate,стесняться,[ˈhezɪteɪt],[ˈhezɪteɪt]
4910,everyone,все,[ˈevriwʌn],[ˈevriwʌn]
4911,oppress,угнетать,[əˈpres],[əˈpres]
4912,hollow,полый,[ˈhɒləʊ],[ˈhɑːloʊ]
4913,whereby,Посредством чего,[weəˈbaɪ],[wer-]
4914,proximity,близость,[prɒkˈsɪm.ɪ.ti],[prɑːkˈsɪm.ə.t̬i]
4915,spear,"копье, гарпун, дротик",[spɪər],[spɪr]
4916,carpet,ковровая дорожка,[ˈkɑːpɪt],[ˈkɑːrpɪt]
4917,wane,убывать,[weɪn],[weɪn]
4918,navy,флот,[ˈneɪvi],[ˈneɪvi]
4919,bitter,горький,[ˈbɪtə(r)],[ˈbɪtər]
4920,found,найденный,[faʊnd],[faʊnd]
4921,bizarre,причудливый,[bɪˈzɑːr],[-ˈzɑːr]
4922,one,один,[wʌn],[wʌn]
4923,attribute,атрибут,[ˈætrɪbjuːt],[ˈætrɪbjuːt]
4924,detriment,ущерб,[ˈdet.rɪ.mənt],[ˈdet.rɪ.mənt]
4925,status,положение дел,[ˈsteɪtəs],[ˈsteɪtəs]
4926,evidence,свидетельство,[ˈevɪdəns],[ˈevɪdəns]
4927,sweet,сладкий,[swiːt],[swiːt]
4928,shell,оболочка,[ʃel],[ʃel]
4929,rift,"разрыв, трещина, перекат",[rɪft],[rɪft]
4930,peck,клевать,[pek],[pek]
4931,disabled,"инвалид, калека, нетрудоспособный, отключен",[dɪsˈeɪbld],[dɪsˈeɪbld]
4932,initially,первоначально,[ɪˈnɪʃəli],[ɪˈnɪʃəli]
4933,raise,поднять,[reɪz],[reɪz]
4934,music,Музыка,[ˈmjuːzɪk],[ˈmjuːzɪk]
4935,underscore,"подчеркивать, нижнее подчеркивание",[ˌʌn.dəˈskɔːr],[-dɚˈskɔːr]
4936,brag,хвастаться,[bræɡ],[bræɡ]
4937,fascinate,"очаровывать, зачаровывать, пленять",[ˈfæs.ɪ.neɪt],[ˈfæs.ɪ.neɪt]
4938,porter,"портье, портер, швейцар",[ˈpɔː.tər],[ˈpɔːr.t̬ɚ]
4939,crook,мошенник,[krʊk],[krʊk]
4940,damn,черт,[dæm],[dæm]
4941,illuminate,освещать,[ɪˈluː.mɪ.neɪt],[ɪˈluː.mɪ.neɪt]
4942,retention,удержание,[rɪˈten.ʃən],[rɪˈten.ʃən]
4943,feed,подача,[fiːd],[fiːd]
4944,conduct,поведение,[ˈkɒndʌkt],[ˈkɑːndʌkt]
4945,head,голова,[hed],[hed]
4946,cell,ячейка,[sel],[sel]
4947,glimpse,проблеск,[ɡlɪmps],[ɡlɪmps]
4948,me,мне,[miː],[mi]
4949,contract,договор,[ˈkɒntrækt],[ˈkɑːntrækt]
4950,arrange,устроить,[əˈreɪndʒ],[əˈreɪndʒ]
4951,storage,место хранения,[ˈstɔː.rɪdʒ],[ˈstɔːr.ɪdʒ]
4952,shop,магазин,[ʃɒp],[ʃɑːp]
4953,ounce,унция,[aʊns],[aʊns]
4954,go,идти,[ɡəʊ],[ɡoʊ]
4955,earth,Земля,[ɜːθ],[ɜːrθ]
4956,organic,органический,[ɔːˈɡæn.ɪk],[ɔːr-]
4957,liberate,освободить,[ˈlɪb.ər.eɪt],[-ɚ.eɪt]
4958,hotel,отель,[həʊˈtel],[hoʊˈtel]
4959,strategic,стратегический,[strəˈtiː.dʒɪk],[strəˈtiː.dʒɪk]
4960,safe,сейф,[seɪf],[seɪf]
4961,complain,жаловаться,[kəmˈpleɪn],[kəmˈpleɪn]
4962,appliance,прибор,[əˈplaɪ.əns],[əˈplaɪ.əns]
4963,victory,победа,[ˈvɪktəri],[ˈvɪktəri]
4964,circus,цирк,[ˈsɜː.kəs],[ˈsɝː-]
4965,hostage,"заложник, залог",[ˈhɒs.tɪdʒ],[ˈhɑː.stɪdʒ]
4966,whip,хлыст,[wɪp],[wɪp]
4967,breadth,широта,[bredθ],[bretθ]
4968,fishing,рыбалка,[ˈfɪʃɪŋ],[ˈfɪʃɪŋ]
4969,blame,винить,[bleɪm],[bleɪm]
4970,cop,полицейский,[kɒp],[kɑːp]
4971,check,чек,[tʃek],[tʃek]
4972,batter,тесто,[ˈbæt.ər],[ˈbæt̬.ɚ]
4973,confusion,спутанность сознания,[kənˈfjuːʒn],[kənˈfjuːʒn]
4974,modern,современный,[ˈmɒdn],[ˈmɑːdərn]
4975,ditch,ров,[dɪtʃ],[dɪtʃ]
4976,cognitive,познавательный,[ˈkɒɡ.nɪ.tɪv],[ˈkɑːɡ.nɪ.t̬ɪv]
4977,wall,стена,[wɔːl],[wɔːl]
4978,emphasize,подчеркнуть,[ˈemfəsaɪz],[ˈemfəsaɪz]
4979,colon,двоеточие,[ˈkəʊ.lɒn],[ˈkoʊ.lən]
4980,move,переехать,[muːv],[muːv]
4981,scowl,хмуриться,[skaʊl],[skaʊl]
4982,night,ночь,[naɪt],[naɪt]
4983,money,"деньги, денежные суммы, богатство, Деньги",[ˈmʌni],[ˈmʌni]
4984,cuddle,обниматься,[ˈkʌd.l̩],[ˈkʌd.l̩]
4985,zipper,молния,[ˈzɪp.ər],[-ɚ]
4986,open,открытый,[ˈəʊpən],[ˈoʊpən]
4987,mode,Режим,[məʊd],[moʊd]
4988,kernel,ядро,[ˈkɜː.nəl],[ˈkɝː-]
4989,germ,зародыш,[dʒɜːm],[dʒɝːm]
4990,cast,"литье, бросок, оттенок, бросать",[kɑːst],[kæst]
4991,terrorism,терроризм,[ˈter.ə.rɪ.zəm],[-ɚ.ɪ-]
4992,taste,вкус,[teɪst],[teɪst]
4993,plaque,бляшка,[plɑːk],[plæk]
4994,distinction,различие,[dɪˈstɪŋk.ʃən],[dɪˈstɪŋk.ʃən]
4995,oyster,устрица,[ˈɔɪ.stər],[-stɚ]
4996,club,клуб,[klʌb],[klʌb]
4997,evident,очевидный,[ˈev.ɪ.dənt],[ˈev.ɪ.dənt]
4998,ramble,"бродить, бродить без цели, бродить для удовольствия",[ˈræm.bl̩],[ˈræm.bl̩]
4999,contingency,случайность,[kənˈtɪn.dʒən.si],[kənˈtɪn.dʒən.si]
5000,butter,сливочное масло,[ˈbʌtə(r)],[ˈbʌtər]
5001,lightning,"молния, молниеносный, экстренный",[ˈlaɪt.nɪŋ],[ˈlaɪt.nɪŋ]
5002,formula,формула,[ˈfɔːmjələ],[ˈfɔːrmjələ]
5003,tout,рекламировать,[taʊt],[taʊt]
5004,allow,позволять,[əˈlaʊ],[əˈlaʊ]
5005,pad,подушечка,[pæd],[pæd]
5006,murky,"темный, мрачный, пасмурный, мутный",[ˈmɜː.ki],[ˈmɝː-]
5007,oppose,"выступать против, противиться, противопоставлять, противостоять",[əˈpəʊz],[əˈpoʊz]
5008,distant,"далекий, отдаленный, дальний",[ˈdɪs.tənt],[ˈdɪs.tənt]
5009,lounge,"гостиная, шезлонг, кресло",[laʊndʒ],[laʊndʒ]
5010,find,находить,[faɪnd],[faɪnd]
5011,repeatedly,"неоднократно, повторно, несколько раз",[rɪˈpiː.tɪd.li],[-t̬ɪd-]
5012,climb,"подъем, восхождение, набор высоты, подняться",[klaɪm],[klaɪm]
5013,sudden,"внезапный, неожиданный, стремительный, внезапно",[ˈsʌdn],[ˈsʌdn]
5014,tournament,"турнир, средневековый турнир, состязание рыцарей",[ˈtʊə.nə.mənt],[ˈtɔː-]
5015,illness,болезнь,[ˈɪlnəs],[ˈɪlnəs]
5016,fetch,принести,[fetʃ],[fetʃ]
5017,dislocate,вывихнуть,[ˈdɪs.lə.keɪt],[dɪˈsloʊ-]
5018,absence,отсутствие,[ˈæbsəns],[ˈæbsəns]
5019,composition,"состав, композиция, структура, сочинение",[ˌkɒm.pəˈzɪʃ.ən],[ˌkɑːm-]
5020,depict,изображать,[dɪˈpɪkt],[dɪˈpɪkt]
5021,knob,"ручка, кнопка, головка",[nɒb],[nɑːb]
5022,smooth,гладкий; плавный,[smuːð],[smuːð]
5023,scrub,скраб,[skrʌb],[skrʌb]
5024,numb,онемевший,[nʌm],[nʌm]
5025,abound,изобиловать,[əˈbaʊnd],[əˈbaʊnd]
5026,thorn,шип,[θɔːn],[θɔːrn]
5027,characteristic,характеристика,[ˌkærəktəˈrɪstɪk],[ˌkærəktəˈrɪstɪk]
5028,claw,коготь,[klɔː],[klɑː]
5029,tablet,планшет,[ˈtæblət],[ˈtæblət]
5030,passion,"страсть, увлечение, страстность",[ˈpæʃ.ən],[ˈpæʃ.ən]
5031,architect,архитектор,[ˈɑː.kɪ.tekt],[ˈɑːr-]
5032,historic,исторический,[hɪˈstɒr.ɪk],[-ˈstɔːr-]
5033,override,отменять,[ˌəʊ.vəˈraɪd],[ˌoʊ.vɚ-]
5034,president,президент,[ˈprezɪdənt],[ˈprezɪdənt]
5035,instance,пример,[ˈɪnstəns],[ˈɪnstəns]
5036,contemplate,созерцать,[ˈkɒn.təm.pleɪt],[ˈkɑːn.t̬əm-]
5037,rehearse,репетировать,[rɪˈhɜːs],[-ˈhɝːs]
5038,inner,внутренний,[ˈɪnə(r)],[ˈɪnər]
5039,rose,Роза,[rəʊz],[roʊz]
5040,snag,загвоздка,[snæɡ],[snæɡ]
5041,fantasy,"фантастика, фантазия, воображение",[ˈfæn.tə.si],[ˈfæn.tə.si]
5042,must,"должен, надо, нужно",[məst],[məst]
5043,economy,экономия,[ɪˈkɒnəmi],[ɪˈkɑːnəmi]
5044,disillusion,"разочарование, утрата иллюзий, разочаровывать",[ˌdɪs.ɪˈluː.ʒən],[ˌdɪs.ɪˈluː.ʒən]
5045,surprise,сюрприз,[səˈpraɪz],[sərˈpraɪz]
5046,concur,"совпадать, соглашаться, действовать сообща",[kənˈkɜːr],[-ˈkɝː]
5047,home,Главная,[həʊm],[hoʊm]
5048,cemetery,кладбище,[ˈsem.ə.tri],[-ter.i]
5049,equipment,"оборудование, аппаратура, оснащение",[ɪˈkwɪpmənt],[ɪˈkwɪpmənt]
5050,habitat,"среда обитания, место распространения, естественная среда",[ˈhæb.ɪ.tæt],[ˈhæb.ɪ.tæt]
5051,sin,грех,[sɪn],[sɪn]
5052,exuberant,буйный,[ɪɡˈzjuː.bər.ənt],[-ˈzuː.bɚ-]
5053,travel,путешествовать,[ˈtrævl],[ˈtrævl]
5054,basic,основной,[ˈbeɪsɪk],[ˈbeɪsɪk]
5055,farewell,"прощальный, напутственный, прощание, прощальный привет",[ˌfeəˈwel],[ˌfer-]
5056,young,молодой,[jʌŋ],[jʌŋ]
5057,vendor,продавец,[ˈven.dər],[-dɚ]
5058,pretend,"претендовать, притворяться, симулировать",[prɪˈtend],[prɪˈtend]
5059,entity,"объект, сущность, организация, юридическое лицо",[ˈen.tɪ.ti],[-t̬ə.t̬i]
5060,investment,"инвестиция, инвестирование, вложение",[ɪnˈvestmənt],[ɪnˈvestmənt]
5061,handwriting,почерк,[ˈhændˌraɪ.tɪŋ],[-t̬ɪŋ]
5062,aboard,на борту,[əˈbɔːd],[-ˈbɔːrd]
5063,judicial,судебный,[dʒuːˈdɪʃ.əl],[dʒuːˈdɪʃ.əl]
5064,request,запрос,[rɪˈkwest],[rɪˈkwest]
5065,assure,"гарантировать, обеспечивать, уверять",[əˈʃʊə(r)],[əʃɔː(r)]
5066,exhale,выдох,[eksˈheɪl],[eksˈheɪl]
5067,risk,"риск, рисковать, отваживаться",[rɪsk],[rɪsk]
5068,headquarters,"штаб, центр, главное управление",[ˌhedˈkwɔː.təz],[-ˌkwɔːr.t̬ɚz]
5069,earnings,"прибыль, доход, заработок",[ˈɜː.nɪŋz],[ˈɝː-]
5070,immigration,иммиграция,[ˌɪm.ɪˈɡreɪ.ʃən],[ˌɪm.ɪˈɡreɪ.ʃən]
5071,jacket,куртка,[ˈdʒækɪt],[ˈdʒækɪt]
5072,recruit,новобранец,[rɪˈkruːt],[rɪˈkruːt]
5073,slime,"слизь, шлам, муть",[slaɪm],[slaɪm]
5074,peace,мир,[piːs],[piːs]
5075,commodity,товар,[kəˈmɒd.ə.ti],[-ˈmɑː.də.t̬i]
5076,should,должен,[ʃəd],[ʃəd]
5077,revere,"почитать, чтить, уважать",[rɪˈvɪər],[-ˈvɪr]
5078,both,и то и другое,[bəʊθ],[boʊθ]
5079,wholesale,оптовые продажи,[ˈhəʊl.seɪl],[ˈhoʊl-]
5080,county,округ,[ˈkaʊnti],[ˈkaʊnti]
5081,expand,"расширять, расширяться, развивать",[ɪkˈspænd],[ɪkˈspænd]
5082,knack,ловкость,[næk],[næk]
5083,foster,воспитывать,[ˈfɒs.tər],[ˈfɑː.stɚ]
5084,somewhat,в некотором роде,[ˈsʌmwɒt],[ˈsʌmwʌt]
5085,plump,пухлый,[plʌmp],[plʌmp]
5086,slut,шлюха,[slʌt],[slʌt]
5087,endorse,одобрять,[ɪnˈdɔːs],[-ˈdɔːrs]
5088,tire,утомлять,[ˈtaɪə(r)],[ˈtaɪər]
5089,plausible,правдоподобный,[ˈplɔː.zə.bl̩],[ˈplɑː-]
5090,curse,"проклятие, ругательство, бич",[kɜːs],[kɝːs]
5091,yet,"еще, все же, тем не менее",[jet],[jet]
5092,penetrate,"проникать, проходить, вникать",[ˈpen.ɪ.treɪt],[ˈpen.ɪ.treɪt]
5093,overlap,перекрывать,[ˌəʊ.vəˈlæp],[ˌoʊ.vɚ-]
5094,addict,наркоман,[ˈæd.ɪkt],[ˈæd.ɪkt]
5095,disclose,"раскрывать, вскрывать, разоблачать, раскрыть",[dɪˈskləʊz],[-ˈskloʊz]
5096,dependent,зависимый,[dɪˈpen.dənt],[dɪˈpen.dənt]
5097,rustle,шорох,[rʌsl̩],[rʌsl̩]
5098,tourist,турист,[ˈtʊərɪst],[ˈtɔːrɪst]
5099,station,станция,[ˈsteɪʃn],[ˈsteɪʃn]
5100,apart,"отдельно, обособленно, на части",[əˈpɑːt],[əˈpɑːrt]
5101,teaching,обучение,[ˈtiːtʃɪŋ],[ˈtiːtʃɪŋ]
5102,ruin,разорение,[ˈruːɪn],[ˈruːɪn]
5103,dominant,доминирующий,[ˈdɒm.ɪ.nənt],[ˈdɑː.mə-]
5104,lover,любовник,[ˈlʌvə(r)],[ˈlʌvər]
5105,apron,фартук,[ˈeɪ.prən],[ˈeɪ.prən]
5106,text,текст,[tekst],[tekst]
5107,lunch,обед,[lʌntʃ],[lʌntʃ]
5108,toy,игрушка,[tɔɪ],[tɔɪ]
5109,pervasive,"распространяющийся, всеобъемлющий, проникающий, всепроникающий",[pəˈveɪ.sɪv],[pɚ-]
5110,organize,организовать,[ˈɔːɡənaɪz],[ˈɔːrɡənaɪz]
5111,equation,уравнение,[ɪˈkweɪ.ʒən],[ɪˈkweɪ.ʒən]
5112,union,союз,[ˈjuːniən],[ˈjuːniən]
5113,philosophy,философия,[fəˈlɒsəfi],[fəˈlɑːsəfi]
5114,news,Новости,[njuːz],[nuːz]
5115,sideline,боковая линия,[ˈsaɪd.laɪn],[ˈsaɪd.laɪn]
5116,persecute,преследовать,[ˈpɜː.sɪ.kjuːt],[ˈpɝː-]
5117,two,два,[tuː],[tuː]
5118,particularly,особенно,[pəˈtɪkjələli],[pərˈtɪkjələrli]
5119,squid,Кальмар,[skwɪd],[skwɪd]
5120,excerpt,выдержка,[ˈek.sɜːpt],[-sɝːpt]
5121,mortal,"смертный, смертельный, летальный",[ˈmɔː.təl],[ˈmɔːr.t̬əl]
5122,handicap,инвалидность,[ˈhæn.dɪ.kæp],[ˈhæn.dɪ.kæp]
5123,injure,травмировать,[ˈɪndʒə(r)],[ˈɪndʒər]
5124,squeak,писк,[skwiːk],[skwiːk]
5125,flap,"клапан, заслонка, щиток, хлопать",[flæp],[flæp]
5126,bean,фасоль,[biːn],[biːn]
5127,deception,"обман, ложь, хитрость",[dɪˈsep.ʃən],[dɪˈsep.ʃən]
5128,unlikely,навряд ли,[ʌnˈlaɪkli],[ʌnˈlaɪkli]
5129,adult,"для взрослых, взрослый, совершеннолетний",[ˈædʌlt],[ˈædʌlt]
5130,landmark,ориентир,[ˈlænd.mɑːk],[-mɑːrk]
5131,lower,ниже,[ˈləʊ.ər],[ˈloʊ.ɚ]
5132,friendship,дружба,[ˈfrendʃɪp],[ˈfrendʃɪp]
5133,diminish,"уменьшить, уменьшаться, уменьшать",[dɪˈmɪn.ɪʃ],[dɪˈmɪn.ɪʃ]
5134,fasten,закрепить,[ˈfɑːsn],[ˈfæsn]
5135,great,отличный,[ɡreɪt],[ɡreɪt]
5136,growth,"рост, прирост, развитие",[ɡrəʊθ],[ɡroʊθ]
5137,bake,печь,[beɪk],[beɪk]
5138,revolution,революция,[ˌrevəˈluːʃn],[ˌrevəˈluːʃn]
5139,sun,солнце,[sʌn],[sʌn]
5140,hardly,едва,[ˈhɑːdli],[ˈhɑːrdli]
5141,Mexican,Мексиканский,[ˈmek.sɪ.kən],[ˈmek.sɪ.kən]
5142,lucky,счастливый,[ˈlʌki],[ˈlʌki]
5143,durable,прочный,[ˈdjʊə.rə.bl̩],[ˈdʊr.ə-]
5144,herd,"пасти, подружиться, примкнуть",[hɜːd],[hɝːd]
5145,exception,исключение,[ɪkˈsepʃn],[ɪkˈsepʃn]
5146,scout,разведчик,[skaʊt],[skaʊt]
5147,anniversary,"годовщина, юбилей, юбилейный, Годовщина",[ˌænɪˈvɜːsəri],[ˌænɪˈvɜːrsəri]
5148,attack,атака,[əˈtæk],[əˈtæk]
5149,assault,"нападение, штурм, атака",[əˈsɒlt],[-ˈsɑːlt]
5150,entertain,"развлекать, принимать, угощать",[ˌentəˈteɪn],[ˌentərˈteɪn]
5151,stem,стебель,[stem],[stem]
5152,nor,"ни, и ... не, также ... не",[nɔː(r)],[nɔːr]
5153,edge,край,[edʒ],[edʒ]
5154,German,Немецкий,[ˈdʒɜːmən],[ˈdʒɜːrmən]
5155,surely,конечно,[ˈʃʊəli],[ˈʃɔːli]
5156,harness,упряжь,[ˈhɑː.nəs],[ˈhɑːr-]
5157,empty,"пустой, порожний, голодный",[ˈempti],[ˈempti]
5158,cinnamon,"корица, светло-коричневый цвет, желтовато-коричневый цвет",[ˈsɪn.ə.mən],[ˈsɪn.ə.mən]
5159,predict,предсказывать,[prɪˈdɪkt],[prɪˈdɪkt]
5160,bale,тюк,[beɪl],[beɪl]
5161,estimate,оценить,[ˈestɪmət],[ˈestɪmət]
5162,suitcase,чемодан,[ˈsuːtkeɪs],[ˈsjuːtkeɪs]
5163,beware,остерегайтесь,[bɪˈweər],[-ˈwer]
5164,reckless,безрассудный,[ˈrek.ləs],[ˈrek.ləs]
5165,immediate,немедленный,[ɪˈmiːdiət],[ɪˈmiːdiət]
5166,between,"между, между",[bɪˈtwiːn],[bɪˈtwiːn]
5167,mental,умственный,[ˈmentl],[ˈmentl]
5168,wag,"шутник, взмах, бездельник, вилять",[wæɡ],[wæɡ]
5169,loss,потеря,[lɒs],[lɔːs]
5170,exploit,эксплуатировать,[ɪkˈsplɔɪt],[ɪkˈsplɔɪt]
5171,so,так,[səʊ],[soʊ]
5172,purpose,цель,[ˈpɜːpəs],[ˈpɜːrpəs]
5173,massacre,резня,[ˈmæs.ə.kər],[-kɚ]
5174,used,"использованный, используемый, подержанный",[juːst],[juːst]
5175,script,сценарий,[skrɪpt],[skrɪpt]
5176,crisis,"кризис, перелом, кризисный",[ˈkraɪsɪs],[ˈkraɪsɪs]
5177,those,те,[ðəʊz],[ðoʊz]
5178,financial,"финансовый, обладающий материальным достатком",[faɪˈnænʃl],[faɪˈnænʃl]
5179,soap,мыло,[səʊp],[soʊp]
5180,jolly,весёлый,[ˈdʒɒl.i],[ˈdʒɑː.li]
5181,kick,удар,[kɪk],[kɪk]
5182,pollute,"загрязнять, осквернять, поганить",[pəˈluːt],[pəˈluːt]
5183,belong,"принадлежать, относиться, находиться",[bɪˈlɒŋ],[bɪˈlɔːŋ]
5184,massive,массивный,[ˈmæsɪv],[ˈmæsɪv]
5185,fulfil,выполнять,[fʊlˈfɪl],[fʊlˈfɪl]
5186,horizon,горизонт,[həˈraɪ.zən],[həˈraɪ.zən]
5187,deep,глубокий,[diːp],[diːp]
5188,barren,"бесплодный, неплодородный, скудный",[ˈbær.ən],[ˈbær.ən]
5189,reception,прием,[rɪˈsepʃn],[rɪˈsepʃn]
5190,conscious,сознательный,[ˈkɒnʃəs],[ˈkɑːnʃəs]
5191,grandmother,бабушка,[ˈɡrænmʌðə(r)],[ˈɡrænmʌðər]
5192,rape,изнасилование,[reɪp],[reɪp]
5193,although,хотя,[ɔːlˈðəʊ],[ɔːlˈðoʊ]
5194,monastery,монастырь,[ˈmɒn.ə.stri],[ˈmɑː.nə.ster.i]
5195,preach,проповедовать,[priːtʃ],[priːtʃ]
5196,following,следующий,[ˈfɒləʊɪŋ],[ˈfɑːloʊɪŋ]
5197,aspect,"аспект, сторона, вид",[ˈæspekt],[ˈæspekt]
5198,saturated,насыщенный,[ˈsæt.jʊ.reɪ.tɪd],[-jʊr.eɪ.t̬ɪd]
5199,concert,концерт,[ˈkɒnsət],[ˈkɑːnsərt]
5200,fall,"падение, осень, снижение, падать",[fɔːl],[fɔːl]
5201,persist,настаивать,[pəˈsɪst],[pɚ-]
5202,evolve,развиваться,[ɪˈvɒlv],[-ˈvɑːlv]
5203,pastime,"времяпровождение, игра, приятное времяпрепровождение, времяпрепровождение",[ˈpɑːs.taɪm],[ˈpæs-]
5204,collide,столкнуться,[kəˈlaɪd],[kəˈlaɪd]
5205,meadow,луг,[ˈmed.əʊ],[-oʊ]
5206,disagree,не согласен,[ˌdɪsəˈɡriː],[ˌdɪsəˈɡriː]
5207,refrain,воздерживаться,[rɪˈfreɪn],[rɪˈfreɪn]
5208,cookie,печенье,[ˈkʊki],[ˈkʊki]
5209,peel,кожура,[piːl],[piːl]
5210,branch,ветка,[brɑːntʃ],[bræntʃ]
5211,square,квадрат,[skweə(r)],[skwer]
5212,survivor,оставшийся в живых,[səˈvaɪ.vər],[sɚˈvaɪ.vɚ]
5213,liberal,либеральный,[ˈlɪb.ər.əl],[-ɚ-]
5214,enter,"вводить, входить, вступать, войти",[ˈentə(r)],[ˈentər]
5215,bald,"лысый, плешивый, голый",[bɔːld],[bɑːld]
5216,wildlife,"живая природа, дикая природа",[ˈwaɪld.laɪf],[ˈwaɪld.laɪf]
5217,ruler,"правитель, линейка, властитель",[ˈruːlə(r)],[ˈruːlər]
5218,suggest,предлагать,[səˈdʒest],[səˈdʒest]
5219,drop,падение,[drɒp],[drɑːp]
5220,relentless,безжалостный,[rɪˈlent.ləs],[rɪˈlent.ləs]
5221,sob,рыдать,[sɒb],[sɑːb]
5222,naturally,"естественно, конечно, разумеется",[ˈnætʃrəli],[ˈnætʃrəli]
5223,ascend,"взойти, подниматься, восходить",[əˈsend],[əˈsend]
5224,failure,"недостаточность, отказ, провал, неудача",[ˈfeɪljə(r)],[ˈfeɪljər]
5225,faction,фракция,[ˈfæk.ʃən],[ˈfæk.ʃən]
5226,phenomenon,"явление, феномен, необыкновенное явление",[fəˈnɒm.ɪ.nən],[-ˈnɑː.mə.nɑːn]
5227,frequent,"частый, часто встречающийся, постоянный",[ˈfriːkwənt],[ˈfriːkwənt]
5228,forest,"лес, заповедник, заказник",[ˈfɒrɪst],[ˈfɔːrɪst]
5229,summon,вызывать,[ˈsʌm.ən],[ˈsʌm.ən]
5230,jury,"жюри, присяжные, аварийный",[ˈdʒʊə.ri],[ˈdʒʊr.i]
5231,shovel,"лопата, совок, экскаватор",[ˈʃʌv.əl],[ˈʃʌv.əl]
5232,dismiss,уволить,[dɪsˈmɪs],[dɪsˈmɪs]
5233,smoke,курить,[sməʊk],[smoʊk]
5234,shave,бриться,[ʃeɪv],[ʃeɪv]
5235,wrestle,бороться,[ˈres.l̩],[ˈres.l̩]
5236,inevitable,"неизбежный, неминуемый, неизменный",[ɪnˈevɪtəbl],[ɪnˈevɪtəbl]
